id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
recdUdvXuc5Fp6Qjd,Echo state networks regulated by local intrinsic plasticity rules for regression,Wang,,2019,10.1016/j.neucom.2019.03.032,,,,,Wang 2019,False,True,"Review of echo state networks regulated local intrinsic plasticity. In this paper, we present an echo state network (ESN) with local intrinsic plasticity rule built by different reservoir neurons which can adopt the intrinsic plasticity rule with different rule parameters to adjust its intrinsic excitability."
recdWB4Bh9FKPEHYK,Neuromechanical Simulation of an inter-leg controller for tetrapod coordination,Hunt,,2014,10.1007/978-3-319-09435-9_13,Rat,,,,,True,False,
recdaLDhNrvFuW3Ri,Split-belt walking alters the relationship between locomotor phases and cycle duration across speeds in intact and chronic spinalized adult cats.,Frigon et al.,,2013,10.1523/jneurosci.3931-12.2013,Cat,,,,,False,True,Split-belt walking alters the phase-cycle duration relationship similarly in intact and chronic spinalized cats; the spinal cord alone performs substantial speed-dependent processing of afferent timing information.
recdbMeqWdaUKgS4s,How Do We Approach the Locomotor Network in the Mammalian Spinal Cord?a,Hultborn et al.,,1998,10.1111/j.1749-6632.1998.tb09039.x,Mammals,,,,Hultborn 1998,False,True,Critical essay on strategies for delineating the mammalian locomotor network; questions the rhythm-center consensus and outlines testable network approaches.
recdgjWQ3YWAF4Z2c,The Effect of DOPA on the Spinal Cord 6. Half‐centre organization of interneurones transmitting effects from the flexor reflex afferents,Jankowska,Jukes; Lund; Lundberg,1967,10.1111/j.1748-1716.1967.tb03637.x,,,,,,False,False,
recdp4jXR6rResB2w,Spinal Interneurons as Gatekeepers to Neuroplasticity after Injury or Disease.,Zholudeva,Abraira; Satkunendrarajah; McDevitt; Goulding; Magnuson; Lane,2021,10.1523/jneurosci.1654-20.2020,Mice; Cat; Rat; Human; Vertebrates,,,,Zholudeva 2021,True,True,"Review positioning spinal interneurons — a heterogeneous population that modulates motor, sensory, and autonomic function — as key components of plasticity and recovery after spinal cord injury, and arguing that treatments should be optimized for how they engage interneuron circuits rather than viewed as acting around them."
recdri7Q8LmvSQaLX,Technologies for distributed flight control systems: A review,Šegvić,,2015,10.1109/mipro.2015.7160432,,,,,Šegvić 2015,False,True,"Review of technologies distributed flight control systems: review. Technological developments, such as embedded computing and microelectromechanical systems are enabling advanced aerospace-oriented distributed sy stems."
recdziQxCrW4TUaWv,Primacy of Flexor Locomotor Pattern Revealed by Ancestral Reversion of Motor Neuron Identity,Machado et al.,,2015,10.1016/j.cell.2015.06.036,Mice,,,,,False,True,Ancestral reversion of lumbar motor neuron identity reveals the primacy of the flexor locomotor pattern; flexor-dominant circuitry appears to be the conserved building block of limb locomotion.
rece0GWaNeVWzC8pG,A Muscle-Reflex Model That Encodes Principles of Legged Mechanics Produces Human Walking Dynamics and Muscle Activities,Geyer and Herr,,2010,10.1109/TNSRE.2010.2047592,Human,,Geyer and Herr 2010; Ekeberg and Grillner; Ivashko 2003,,,True,True,"While neuroscientists identify increasingly complex neural circuits that control animal and human gait, biomechanists ﬁnd that locomotion requires little control if principles of legged mechanics are heeded that shape and exploit the dynamics of legged systems. Here, we show that muscle reﬂexes could be vital to link these two observations. We develop a model of human locomotion that is controlled by muscle reﬂexes which encode principles of legged mechanics. Equipped with this reﬂex control, we ﬁnd this model to stabilize into a walking gait from its dynamic interplay with the ground, reproduce human walking dynamics and leg kinematics, tolerate ground disturbances, and adapt to slopes without parameter interventions. In addition, we ﬁnd this model to predict some individual muscle activation patterns known from walking experiments. The results suggest not only that the interplay between mechanics and motor control is essential to human locomotion, but also that human motor output could for some muscles be dominated by neural circuits that encode principles of legged mechanics."
rece3okHaUWzAhj9Q,Load Detectors and Their Reflexes During Gait in Cat and Man,Duysens,,2000,10.1007/978-94-010-0870-9_20,,,,,,False,False,
rece4glVJOgKigM6f,Design and analysis of biomimetic joints for morphing of micro air vehicles,Grant,,2010,10.1088/1748-3182/5/4/045007,Vertebrates,,,,Grant 2010,False,True,Review of design analysis biomimetic joints morphing. This paper presents an overview of designs that incorporate morphing to enhance their ﬂight characteristics.
receATbUhJ9PJFJZC,Kinematic primitives for walking and trotting gaits of a quadruped robot with compliant legs,Spröwitz,,2014,10.3389/fncom.2014.00027,,,,,,True,True,"This revealed that kinematic patterns resulting from feed-forward control had a lower complexity (in-air stepping, 2–3 primitives) than kinematic patterns from on-ground locomotion (4 primitives), although both experiments applied identical motor patterns."
receKznRVOjGovl5x,PSO-based single multiplicative neuron model for time series prediction,Zhao,,2009,10.1016/j.eswa.2008.01.061,,,,,,False,False,
receOhzFcvpaCztBp,2008 Special Issue: Central pattern generators for locomotion control in animals and robots: A review,Ijspeert,,2008,10.1016/j.neunet.2008.03.014,Vertebrates,,,,Ijspeert 2008,True,True,"The canonical review of locomotor CPGs spanning neurobiology and robotics: CPG circuits turn simple low-dimensional inputs into coordinated high-dimensional rhythmic output, CPG models — neural networks or coupled oscillators — are a standard robot-control approach, and robots themselves serve as scientific tools for testing biological hypotheses about CPG function."
receRQ4hYm1Keotr6,The role of V3 neurons in speed-dependent interlimb coordination during locomotion in mice.,Zhang,Shevtsova; Deska-Gauthier; Mackay; Dougherty; Danner; Rybak,2022,10.7554/elife.73424,Mice,,Danner 2017,Zhang 2022,,False,True,"Silencing V3 neurons in mice reduces maximal locomotor speed and abolishes stable trot, gallop, and bound, and an extended left-right rhythm-generator model shows locally projecting V3 neurons mediate left-right synchronization (gallop and bound) while ascending long propriospinal V3 neurons with contralateral cervical projections couple fore and hind generators for trot."
receSBqoDy6lH0O6z,Crossed activation of thoracic trunk motoneurons by medullary reticulospinal neurons.,LaPallo,Giorgi; Perreault,2019,10.1152/jn.00194.2019,,,,,,True,False,
receWDFQyRMe7UvvZ,Resonance tuning in a neuro-musculo-skeletal model of the forearm,Verdaasdonk,,2007,10.1007/s00422-006-0112-6,Human,,Verdaasdonk 2007,Verdaasdonk 2007,,True,True,"Cited  by Geyer and Herr, 2010.
In rhythmic movements, humans activate their muscles in a robust and energy efficient way. These activation patterns are oscillatory and seem to originate from neural networks in the spinal cord, called central pattern generators (CPGs). Evidence for the existence of CPGs was found for instance in lampreys, cats and rats. There are indications that CPGs exist in humans as well, but this is not proven yet. Energy efficiency is achieved by resonance tuning: the central nervous system is able to tune into the resonance frequency of the limb, which is determined by the local reflex gains. The goal of this study is to investigate if the existence of a CPG in the human spine can explain the resonance tuning behavior, observed in human rhythmic limb movement. A neuro-musculo-skeletal model of the forearm is proposed, in which a CPG is organized in parallel to the local reflexloop. The afferent and efferent connections to the CPG are based on clues about the organization of the CPG, found in literature. The model is kept as simple as possible (i.e., lumped muscle models, groups of neurons are lumped into half-centers, simple reflex model), but incorporates enough of the essential dynamics to explain behavior—such as resonance tuning—in a qualitative way. Resonance tuning is achieved above, at and below the endogenous frequency of the CPG in a highly non-linear neuro- musculo-skeletal model. Afferent feedback of muscle lengthening to the CPG is necessar"
receXHrZLNVgcCYod,Amplitude modulation of the soleus H-reflex in the human during walking and standing,Capaday et al.,,1986,10.1523/jneurosci.06-05-01308.1986,Human,Ia monosynaptic excitation,,,,False,True,The soleus H-reflex is strongly modulated over the step cycle during walking versus standing; central gating of the monosynaptic Ia pathway is phase- and task-dependent.
recegKF0v16iALz2P,Functional properties of human muscle spindles,Macefield,,2018,10.1152/jn.00071.2018,Cat; Human,,,,Macefield 2018,False,True,"Review of functional properties human muscle spindles. First published April 18, 2018; doi:10.1152/ jn.00071.2018.—Muscle spindles are ubiquitous encapsulated mechanoreceptors found in most mammalian muscles."
recekls2eVExj4oy8,Flexor and Extensor Ankle Afferents Broadly Innervate Locomotor Spinal Shox2 Neurons and Induce Similar Effects in Neonatal Mice.,Li,Garcia-Ramirez; Dougherty,2019,10.3389/fncel.2019.00452,,,,,,True,False,
recen5aErDkxJRjGK,Simple model of spiking neurons,Izhikevich,,2003,10.1109/tnn.2003.820440,Human,,,Izhikevich 2003,,False,True,"Computational model study. As we develop such large-scale brain models consisting of spiking neurons, we must find compromises between two seemingly mutually exclusive requirements: The model for a single neuron must be: 1) computationally simple, yet 2) capable of producing rich firing patterns exhibited by real biological neurons."
recenxdRrnk3ydqyg,Interlimb coordination is not strictly controlled during walking,Arai,Ota; Funato; Tsuchiya,2024,10.1038/s42003-024-06843-w,,,,,,True,False,
receq11WZowRmJdba,Minimal-calibration multimodal wearable sensing for long-duration three-dimensional shoulder kinematics,Jin,,2026,10.1038/s44460-026-00059-7,Human,,,,,False,True,Here we report a wearable platform for long-duration tracking of three-dimensional shoulder kinematics with minimal calibration.
receqsanpBJrR4x5v,New Moves in Motor Control,Büschges,Scholz; El Manira,2011,10.1016/j.cub.2011.05.029,,,,,Buschges 2011,True,True,"They review here some of the new insights into motor network function that these advances have provided and indicate how these advances might bridge gaps in our understanding of motor control. To these ends, they first review motor neural network organisation highlighting cross-phylum principles. The authors then use prominent examples from the field to show how neurogenetic approaches can complement classical physiological studies, and identify additional areas where these approaches could be advantageously applied."
receswW0WAOzeYQcm,A neuro-mechanical model of legged locomotion: single leg control,Ekeberg,,1998,10.1007/s004220050468,,,,,,False,False,
recetENlBYcGrP7zO,Modulation of stretch reflexes during locomotion in the mesencephalic cat,Akazawa,Aldridge; Steeves; Stein,1982,10.1113/jphysiol.1982.sp014319,,,,,,True,False,
receunfNmjwzp7QH4,Variable-mechanical-impedance artificial legs,Herr,,2015,,,,,,,False,False,
recewflUcft50Rh2J,Human Lumbosacral Spinal Cord Interprets Loading During Stepping,Harkema,Hurley; Patel; Requejo; Dobkin; Edgerton,1997,10.1152/jn.1997.77.2.797,,,,,,True,False,
recf2nnsCOlfEvGxV,An interneuronal relay for group I and II muscle afferents in the midlumbar segments of the cat spinal cord.,Edgley and Jankowska,,1987,10.1113/jphysiol.1987.sp016676,,,,,,False,False,
recf6gvkwsPmIHY3N,AnimatLab: A 3D graphics environment for neuromechanical simulations,Cofer,,2010,10.1016/j.jneumeth.2010.01.005,,,,,,True,True,"The nervous systems of animals evolved to exert dynamic control of behavior in response to the needs of the animal and changing signals from the environment. To understand the mechanisms of dynamic control requires a means of predicting how individual neural and body elements will interact to produce the performance of the entire system. AnimatLab is a software tool that provides an approach to this problem through computer simulation. AnimatLab enables a computational model of an animal's body to be constructed from simple building blocks, situated in a virtual 3D world subject to the laws of physics, and controlled by the activity of a multicellular, multicompartment neural circuit. Sensor receptors on the body surface and inside the body respond to external and internal signals and then excite central neurons, while motor neurons activate Hill muscle models that span the joints and generate movement. AnimatLab provides a common neuromechanical simulation environment in which to construct and test models of any skeletal animal, vertebrate or invertebrate. The use of AnimatLab is demonstrated in a neuromechanical simulation of human arm flexion and the myotactic and contact-withdrawal reflexes."
